Make,Model,Mileage,Year,Salesperson,Customer Name,Cost Price,Service Cost,Profit
Ford,Escape,107209,2016,John Carter,Elizabeth Brown,35277,2621,211
Ford,Mustang,86553,2015,Emily Davis,Elizabeth Rodriguez,45926,1655,4300
Ford,Mustang,17187,2023,Michael Brown,Michael Johnson,36816,2833,2809
Ford,Bronco,96884,2017,Michael Brown,Michael Martinez,40772,2807,4285
Ford,Escape,98893,2021,Emily Davis,Mary Davis,20741,2306,3183
Ford,Escape,82429,2018,Emily Davis,Jennifer Rodriguez,27383,2823,5072
Ford,Escape,18634,2023,John Carter,Jennifer Miller,32231,2826,8541
Ford,F-150,6808,2020,Michael Brown,Patricia Brown,34992,2879,5651
Ford,F-150,30493,2018,Michael Brown,Elizabeth Brown,18964,1580,7283
Ford,Explorer,44792,2022,John Carter,James Martinez,41764,1383,5335
Ford,F-150,31230,2020,John Carter,Elizabeth Miller,17081,1275,8899
Ford,Explorer,75875,2015,Michael Brown,James Williams,24570,640,9796
Ford,Escape,22744,2022,Emily Davis,James Martinez,15582,1515,7887
Ford,Mustang,101738,2020,Sarah Wilson,Michael Brown,19869,548,9784
Ford,Mustang,9096,2022,Emily Davis,Mary Johnson,45248,2191,4255
Ford,Edge,58815,2015,Emily Davis,Robert Jones,31899,1601,3708
Ford,Bronco,56631,2023,John Carter,William Miller,37611,1858,7008
Ford,Escape,105025,2021,Emily Davis,Jennifer Garcia,28618,2547,8477
Ford,Edge,27659,2017,Michael Brown,Elizabeth Johnson,30322,2933,5624
Ford,Bronco,23766,2023,John Carter,Michael Williams,32000,2879,2413
Ford,Edge,7697,2016,Emily Davis,Linda Jones,15631,1228,697
Ford,Mustang,31551,2021,Sarah Wilson,Jennifer Brown,25963,2474,9981
Ford,Explorer,26259,2016,John Carter,Mary Miller,47542,2810,7224
Ford,Escape,79172,2020,Michael Brown,Jennifer Jones,29999,782,5940
Ford,F-150,61885,2017,Emily Davis,Linda Smith,16421,2994,9745
Ford,Edge,100231,2015,Sarah Wilson,Elizabeth Garcia,34052,2904,4140
Ford,Escape,46052,2022,John Carter,William Brown,42137,1209,5357
Ford,Explorer,59310,2023,John Carter,Jennifer Jones,44205,713,3285
Ford,Mustang,32209,2020,Michael Brown,John Rodriguez,26779,808,7512
Ford,F-150,94747,2018,John Carter,Robert Johnson,15311,1669,4596
Ford,F-150,29224,2018,John Carter,Patricia Davis,23419,1714,2523
Ford,Escape,10537,2023,John Carter,Elizabeth Davis,25595,2066,9254
Ford,Explorer,12149,2018,Sarah Wilson,William Garcia,25037,567,3250
Ford,Escape,47230,2018,John Carter,Linda Brown,16553,1466,5662
Ford,F-150,54072,2018,Emily Davis,Linda Jones,31811,2646,2013
Ford,Mustang,40234,2016,Sarah Wilson,Elizabeth Johnson,19089,1598,8950
Ford,Bronco,62539,2021,John Carter,Linda Smith,19819,1302,6067
Ford,Edge,65917,2022,Sarah Wilson,John Brown,40147,940,6762
Ford,Mustang,52886,2021,Michael Brown,Elizabeth Jones,15699,1446,2192
Ford,Mustang,84619,2022,Emily Davis,Elizabeth Rodriguez,29432,2967,4692
Ford,Edge,83710,2022,Sarah Wilson,Patricia Martinez,37860,1101,6480
Ford,Escape,19208,2015,Michael Brown,John Miller,42287,2482,5795
Ford,Mustang,111531,2017,Sarah Wilson,Patricia Rodriguez,40445,1046,9543
Ford,Bronco,19910,2016,Emily Davis,Jennifer Davis,49459,1058,5467
Ford,Edge,115674,2024,John Carter,Michael Rodriguez,47306,1656,2236
Ford,Bronco,115052,2020,Michael Brown,Jennifer Brown,22811,1717,8649
Ford,Explorer,65276,2022,Sarah Wilson,Mary Jones,21692,2496,8237
Ford,F-150,23333,2015,Sarah Wilson,Jennifer Williams,20418,698,8977
Ford,Bronco,98941,2020,Sarah Wilson,Jennifer Brown,30241,2979,7887
Ford,Escape,8444,2021,Sarah Wilson,James Martinez,33671,1788,4217
Ford,Bronco,99463,2019,Michael Brown,William Smith,46792,2934,5067
Ford,Mustang,108912,2019,John Carter,Linda Davis,41741,2958,2135
Ford,Escape,53809,2019,Sarah Wilson,William Johnson,35852,2420,7027
Ford,Bronco,101448,2020,Michael Brown,John Miller,47588,1534,9624
Ford,F-150,68492,2018,John Carter,John Smith,44954,898,2539
Ford,Explorer,119402,2022,John Carter,Patricia Williams,38641,775,3165
Ford,F-150,16688,2020,Emily Davis,Robert Jones,48272,1841,6932
Ford,F-150,116762,2015,Sarah Wilson,Michael Davis,23868,2742,9993
Ford,Mustang,32891,2021,John Carter,Elizabeth Rodriguez,24653,1136,9402
Ford,Mustang,73909,2018,Emily Davis,Linda Williams,30174,1514,9096
Ford,F-150,56115,2021,Emily Davis,Elizabeth Rodriguez,41179,1078,5323
Ford,Explorer,40341,2019,Michael Brown,John Rodriguez,40856,1199,8311
Ford,Escape,12185,2019,Emily Davis,James Brown,20802,2494,5647
Ford,Explorer,23519,2015,John Carter,Robert Johnson,44387,2541,2143
Ford,Escape,25162,2015,John Carter,Linda Davis,35373,1386,2721
Ford,Escape,17447,2017,Emily Davis,Linda Davis,49687,2177,7823
Ford,Explorer,35324,2018,Michael Brown,John Miller,46098,2622,6586
Ford,Escape,58437,2018,Michael Brown,Michael Miller,43002,1290,6957
Ford,Bronco,73161,2018,John Carter,Robert Smith,43511,1155,4760
Ford,Edge,102198,2023,John Carter,Jennifer Rodriguez,34113,2857,5194
Ford,Bronco,31322,2015,Michael Brown,James Johnson,16076,1172,3917
Ford,Mustang,51084,2019,John Carter,William Brown,31914,2931,6878
Ford,Edge,59679,2021,Michael Brown,Linda Rodriguez,46065,2207,646
Ford,Edge,5144,2017,Michael Brown,William Brown,34942,2466,7190
Ford,Edge,51115,2023,Emily Davis,Patricia Davis,23251,1920,6764
Ford,Explorer,59286,2015,Emily Davis,Patricia Davis,17990,1259,6585
Ford,Escape,7733,2023,Emily Davis,Mary Davis,15252,1359,8571
Ford,Explorer,88784,2024,Sarah Wilson,Linda Smith,17919,1519,5655
Ford,Bronco,66378,2023,Sarah Wilson,Mary Davis,44407,2357,2062
Ford,Mustang,68893,2018,Sarah Wilson,Robert Rodriguez,25099,2881,2426
Ford,Explorer,86683,2018,Michael Brown,Elizabeth Rodriguez,28567,1669,4641
Ford,Explorer,97263,2023,Emily Davis,Mary Jones,34144,2622,2041
Ford,Mustang,95463,2022,Emily Davis,Michael Brown,20321,854,9764
Ford,Mustang,13654,2024,Michael Brown,Elizabeth Smith,46650,1230,7947
Ford,Bronco,65843,2020,Sarah Wilson,Jennifer Rodriguez,41424,1324,5958
Ford,Bronco,41064,2022,John Carter,Linda Garcia,35932,1316,7918
Ford,F-150,29430,2018,Michael Brown,John Brown,41220,1102,587
Ford,Edge,49092,2020,Sarah Wilson,Robert Rodriguez,44639,2516,5015
Ford,Escape,84324,2016,Emily Davis,Michael Davis,24676,1129,9410
Ford,F-150,35076,2022,Emily Davis,William Williams,44233,2288,8394
Ford,Bronco,23998,2023,Sarah Wilson,Patricia Johnson,17276,1173,2411
Ford,Bronco,43248,2015,John Carter,William Brown,48981,2949,-1243
Ford,Explorer,28785,2015,John Carter,Jennifer Miller,33355,588,8059
Ford,Explorer,85067,2024,Emily Davis,Mary Davis,22145,2206,2036
Ford,Edge,47122,2016,John Carter,Robert Williams,26165,2988,2834
Ford,Escape,14173,2022,Sarah Wilson,William Martinez,38736,716,3889
Ford,Mustang,99136,2023,John Carter,Patricia Miller,41706,2555,6082
Ford,Escape,11252,2018,Emily Davis,Patricia Johnson,45839,1521,2962
Ford,Mustang,63489,2019,Sarah Wilson,Patricia Garcia,48099,1580,8394
Ford,Explorer,64151,2021,Michael Brown,Mary Williams,29163,2611,5589
Ford,Mustang,60894,2024,John Carter,James Williams,38605,2724,8492
Ford,Mustang,27081,2022,Michael Brown,Patricia Johnson,18808,813,4437
Ford,Edge,24140,2021,Emily Davis,Mary Rodriguez,43308,1492,8804
Ford,Edge,51433,2020,Sarah Wilson,Jennifer Martinez,43197,1367,2789
Ford,Mustang,94986,2020,Emily Davis,William Johnson,33461,2942,7831
Ford,Edge,55819,2018,John Carter,Michael Williams,46106,1765,9310
Ford,Bronco,67794,2022,Emily Davis,Elizabeth Martinez,31658,2240,5298
Ford,Edge,47364,2015,Emily Davis,Elizabeth Jones,44146,2489,3701
Ford,Mustang,98056,2017,John Carter,William Smith,26906,1341,8380
Ford,Bronco,87815,2023,John Carter,Linda Rodriguez,16368,919,6225
Ford,Explorer,98809,2024,Sarah Wilson,Mary Brown,26707,585,5872
Ford,Mustang,42943,2017,Emily Davis,Mary Miller,29880,1102,2974
Ford,Edge,50256,2015,John Carter,William Smith,48123,2422,4262
Ford,Explorer,52933,2015,John Carter,Robert Garcia,19293,587,2449
Ford,Explorer,54407,2019,Emily Davis,John Jones,48952,804,6421
Ford,Edge,78968,2018,Sarah Wilson,Robert Davis,24459,722,9939
Ford,F-150,29531,2020,John Carter,Mary Davis,32299,2324,9698
Ford,Explorer,64706,2019,Sarah Wilson,Mary Johnson,21076,1747,9103
Ford,Edge,95347,2022,Sarah Wilson,John Jones,46378,2021,3700
Ford,Bronco,101505,2016,Sarah Wilson,Robert Jones,24003,1290,5837
Ford,Escape,74190,2018,Emily Davis,John Johnson,30780,2184,9954
Ford,Mustang,76536,2016,Michael Brown,Patricia Williams,33484,1514,2558
Ford,Escape,45432,2022,John Carter,Robert Rodriguez,17193,1032,3898
Ford,Explorer,60791,2021,Michael Brown,Patricia Martinez,17333,1946,3620
Ford,Bronco,35169,2021,Michael Brown,James Smith,40356,2004,4355
Ford,Mustang,39527,2018,Michael Brown,Michael Rodriguez,47621,2622,5431
Ford,Escape,31864,2024,Michael Brown,Michael Jones,38475,1473,4728
Ford,Edge,89312,2020,John Carter,Elizabeth Miller,20812,701,9711
Ford,Escape,33939,2021,Emily Davis,John Davis,43493,2546,3362
Ford,Escape,95372,2022,Michael Brown,Patricia Brown,38838,728,3835
Ford,F-150,79228,2017,John Carter,Patricia Smith,36118,1086,464
Ford,F-150,19719,2015,Sarah Wilson,William Brown,17583,733,702
Ford,Mustang,69288,2022,Emily Davis,Patricia Johnson,32222,2177,7571
Ford,Escape,9216,2016,John Carter,Mary Martinez,35637,1498,2812
Ford,Mustang,100808,2017,John Carter,Jennifer Jones,46832,594,5306
Ford,Explorer,101321,2018,Michael Brown,Elizabeth Garcia,41749,1306,2083
Ford,Explorer,84868,2022,Sarah Wilson,Michael Garcia,37522,1578,9643
Ford,F-150,14328,2021,Sarah Wilson,Jennifer Jones,49761,2236,5346
Ford,Bronco,28252,2024,Emily Davis,Linda Miller,34015,2373,7038
Ford,F-150,39445,2015,Michael Brown,Linda Williams,21986,1791,4169
Ford,Bronco,87004,2021,Emily Davis,Michael Garcia,46449,2108,2161
Ford,Edge,115966,2015,John Carter,John Davis,35412,1709,2579
Ford,Bronco,52901,2019,Emily Davis,Robert Brown,44101,1982,9596
Ford,F-150,34612,2024,Emily Davis,James Smith,25824,1613,6770
Ford,F-150,116028,2021,Michael Brown,James Davis,33127,2522,8119
Ford,Escape,107126,2015,Michael Brown,James Jones,23581,2918,5079
Ford,Mustang,85843,2016,Michael Brown,Patricia Smith,48821,2928,5714
Ford,Edge,48229,2021,John Carter,James Johnson,37728,1643,2242
Ford,Bronco,16042,2022,Sarah Wilson,Robert Williams,15384,2250,9414
Ford,Explorer,58301,2015,John Carter,William Smith,41207,2506,5112
Ford,F-150,43892,2021,Sarah Wilson,John Miller,48309,1287,6870
Ford,Bronco,15639,2022,John Carter,Robert Garcia,27332,1187,7629
Ford,Bronco,70223,2018,Emily Davis,Patricia Williams,44160,1376,7927
Ford,Edge,8041,2016,Michael Brown,Elizabeth Williams,40000,1149,9860
Ford,Escape,82704,2022,Michael Brown,Linda Johnson,30531,1021,6146
Ford,F-150,112579,2020,Sarah Wilson,Patricia Smith,24855,2976,9703
Ford,F-150,5849,2019,Sarah Wilson,James Martinez,40221,2955,8910
Ford,F-150,36471,2023,John Carter,Patricia Jones,18952,2331,9819
Ford,Bronco,21039,2023,Michael Brown,James Miller,39621,1365,3425
Ford,F-150,36949,2020,Sarah Wilson,Michael Williams,48823,608,792
Ford,Mustang,69115,2018,Sarah Wilson,William Jones,34406,1213,5561
Ford,Bronco,54007,2018,John Carter,Jennifer Smith,44849,2071,110
Ford,Escape,73277,2017,Sarah Wilson,Elizabeth Garcia,22150,2441,7583
Ford,F-150,59004,2016,Michael Brown,James Smith,19081,654,3027
Ford,F-150,49379,2016,Emily Davis,Jennifer Garcia,44966,1374,5615
Ford,Mustang,36300,2023,Michael Brown,John Smith,32082,1257,7053
Ford,Explorer,117197,2020,Emily Davis,Mary Miller,16936,2539,3149
Ford,Explorer,40528,2016,Emily Davis,William Smith,46788,935,5944
Ford,Edge,73449,2016,Michael Brown,Robert Garcia,21166,2406,5558
Ford,Explorer,113846,2018,John Carter,Linda Davis,28253,2816,7616
Ford,Bronco,41893,2021,Sarah Wilson,James Brown,30223,2848,3365
Ford,Explorer,70584,2022,Emily Davis,Robert Garcia,27310,1116,2373
Ford,Mustang,25265,2020,John Carter,Elizabeth Miller,25339,949,5876
Ford,Explorer,89513,2015,Michael Brown,William Johnson,37510,2013,9827
Ford,Escape,107734,2017,Emily Davis,Elizabeth Williams,34111,1551,4369
Ford,Mustang,8598,2024,Sarah Wilson,Jennifer Brown,30559,1920,6436
Ford,Explorer,108303,2018,Sarah Wilson,Robert Johnson,21202,2198,770
Ford,Edge,11327,2016,John Carter,John Johnson,38245,2451,9147
Ford,Edge,11003,2023,Michael Brown,Michael Davis,49452,2519,8897
Ford,Edge,102352,2015,Emily Davis,James Martinez,30466,801,5608
Ford,Edge,41769,2021,Sarah Wilson,James Rodriguez,27792,2483,-1296
Ford,Mustang,37355,2018,Sarah Wilson,Michael Brown,32828,1227,8316
Ford,Mustang,95825,2022,John Carter,John Johnson,25733,2323,5105
Ford,F-150,57539,2019,Michael Brown,William Williams,17105,2325,3366
Ford,Escape,35363,2018,Michael Brown,Linda Miller,36933,1412,9958
Ford,Mustang,67617,2017,John Carter,Linda Martinez,32813,1067,3766
Ford,Explorer,59461,2024,Sarah Wilson,Robert Davis,41984,893,5955
Ford,Bronco,88408,2015,Sarah Wilson,Jennifer Rodriguez,44341,1054,4122
Ford,Escape,78222,2022,Michael Brown,Linda Jones,33021,2044,7657
Ford,F-150,43369,2019,Emily Davis,William Williams,44129,1261,8563
Ford,Bronco,117129,2022,Michael Brown,James Jones,34997,1047,7281
Ford,Mustang,72761,2019,Michael Brown,James Williams,25733,1206,836
Ford,Edge,43885,2017,Emily Davis,John Davis,21520,1485,3841
Ford,Bronco,29884,2019,Sarah Wilson,John Davis,17106,1043,5446
Ford,Escape,75118,2023,Sarah Wilson,Michael Martinez,38437,1740,7927
Ford,Bronco,32499,2016,Emily Davis,James Jones,37861,888,2536
Ford,Mustang,58980,2024,John Carter,Jennifer Rodriguez,31385,2719,9416
Ford,Mustang,104041,2016,John Carter,Patricia Miller,22076,1313,8319
Ford,Mustang,36779,2019,Michael Brown,William Johnson,19509,550,7414
Ford,Mustang,116392,2020,Emily Davis,William Johnson,35123,2815,6310
Ford,Bronco,116155,2023,Michael Brown,Linda Garcia,15131,1843,6460
Ford,Mustang,118157,2023,Emily Davis,William Jones,30511,1207,8079
Ford,Mustang,8928,2015,Sarah Wilson,James Jones,30319,2389,3263
Ford,Explorer,23382,2020,Michael Brown,Jennifer Johnson,25470,2632,916
Ford,Mustang,73844,2020,Sarah Wilson,Jennifer Martinez,40839,597,9106
Ford,Explorer,80590,2024,Sarah Wilson,Patricia Garcia,30975,2734,3498
Ford,Mustang,56872,2017,Michael Brown,John Jones,33805,2804,9665
Ford,Explorer,43551,2019,Michael Brown,James Brown,21314,941,6472
Ford,F-150,44638,2020,Emily Davis,Mary Williams,28515,1613,4001
Ford,Bronco,90420,2016,Emily Davis,Michael Miller,48236,1412,2576
Ford,Escape,76515,2018,Michael Brown,Mary Martinez,19043,2041,718
Ford,Bronco,99800,2022,Michael Brown,Jennifer Smith,33630,2329,6660
Ford,F-150,29554,2023,John Carter,Elizabeth Johnson,25097,2512,9144
Ford,Mustang,32059,2016,Michael Brown,Linda Martinez,18591,2695,4886
Ford,Mustang,50812,2016,Michael Brown,John Brown,18392,1205,7118
Ford,Edge,33155,2018,Emily Davis,Linda Smith,41087,922,-3845
Ford,F-150,41636,2020,Sarah Wilson,John Garcia,44699,2102,9023
Ford,Escape,87189,2024,Sarah Wilson,Linda Miller,39014,2628,4673
Ford,Bronco,33984,2020,Sarah Wilson,John Johnson,15216,2596,2200
Ford,Escape,48601,2021,John Carter,William Garcia,32515,1435,6795
Ford,F-150,21258,2018,Sarah Wilson,Robert Davis,20133,612,7987
Ford,Explorer,79457,2015,John Carter,Linda Brown,49563,2417,5347
Ford,Edge,39303,2015,Emily Davis,Robert Miller,25106,1239,4769
Ford,Escape,7408,2022,Emily Davis,Robert Garcia,22286,1109,2295
Ford,Mustang,51056,2020,John Carter,John Jones,30376,603,3590
Ford,Mustang,38834,2023,Emily Davis,Robert Smith,43942,1218,6382
Ford,Explorer,65298,2019,Michael Brown,William Jones,32090,2922,4514
Ford,Edge,40172,2021,Emily Davis,John Johnson,18171,2198,4198
Ford,Escape,106972,2020,Sarah Wilson,Michael Williams,20336,2869,2956
Ford,Edge,80369,2022,Michael Brown,Patricia Brown,41629,2451,5373
Ford,Edge,26876,2019,Michael Brown,John Garcia,21777,793,5611
Ford,Bronco,71504,2018,Emily Davis,Elizabeth Rodriguez,39150,2426,2815
Ford,Mustang,10345,2021,Emily Davis,Linda Brown,29701,1646,5462
Ford,F-150,73465,2018,Emily Davis,Jennifer Miller,30333,1779,7759
Ford,Edge,35813,2021,John Carter,Patricia Brown,32080,1083,9380
Ford,Bronco,57800,2017,Emily Davis,Patricia Miller,39823,2042,6078
Ford,Bronco,53425,2023,John Carter,Patricia Miller,36374,555,9575
Ford,Escape,81623,2016,Sarah Wilson,Robert Johnson,19680,647,8830
Ford,Escape,119450,2022,Michael Brown,John Johnson,24637,952,2763
Ford,F-150,19719,2017,Michael Brown,Robert Johnson,18355,1274,2803
Ford,Edge,23076,2016,Sarah Wilson,Elizabeth Smith,37930,1608,5486
Ford,Explorer,20904,2018,Emily Davis,Linda Rodriguez,41219,579,8904
Ford,Explorer,29276,2015,Emily Davis,Robert Davis,17658,2944,6414
Ford,Mustang,26937,2024,Emily Davis,Robert Garcia,15061,963,2778
Ford,Escape,47582,2018,John Carter,Robert Jones,28002,1886,2213
Ford,F-150,86713,2018,Michael Brown,Elizabeth Smith,21189,1189,8057
Ford,Edge,55807,2023,John Carter,Elizabeth Johnson,21349,2905,4680
Ford,F-150,14725,2020,Sarah Wilson,Patricia Johnson,23439,2056,3138
Ford,Escape,18292,2020,Emily Davis,Robert Brown,35101,1026,4993
Ford,Explorer,106751,2015,Emily Davis,Robert Miller,18839,1830,6308
Ford,Bronco,114856,2016,Sarah Wilson,Elizabeth Rodriguez,15102,1317,9940
Ford,Edge,9059,2019,Michael Brown,James Jones,26395,2027,8433
Ford,Explorer,81828,2020,John Carter,Linda Miller,23891,1527,6987
Ford,Bronco,93091,2020,John Carter,Michael Davis,21756,1277,2830
Ford,Escape,100059,2019,John Carter,James Jones,40497,1540,9134
Ford,Explorer,32132,2023,John Carter,Linda Miller,17949,799,6668
Ford,Mustang,37114,2016,John Carter,Patricia Smith,37730,1513,-1505
Ford,Edge,61168,2017,Sarah Wilson,John Garcia,48722,2199,6302
Ford,F-150,96259,2017,Sarah Wilson,Jennifer Williams,26188,2163,7394
Ford,Edge,16680,2018,Sarah Wilson,Robert Brown,43071,1361,4539
Ford,Bronco,109310,2024,Michael Brown,Mary Martinez,45990,1646,8463
Ford,Edge,54632,2017,John Carter,Michael Miller,34682,2330,6283
Ford,Bronco,89351,2024,Sarah Wilson,William Williams,17312,2891,2316
Ford,Escape,10358,2023,John Carter,James Brown,20750,942,4265
Ford,Edge,89002,2019,Sarah Wilson,Linda Jones,26301,2075,2923
Ford,Mustang,56684,2018,Emily Davis,Linda Brown,46688,2607,2512
Ford,Explorer,62399,2019,Michael Brown,Linda Rodriguez,44986,999,6191
Ford,Bronco,11286,2017,Emily Davis,Jennifer Brown,26572,2908,4200
Ford,Edge,66657,2017,John Carter,James Johnson,17124,1783,5729
Ford,Explorer,11046,2024,Michael Brown,John Brown,16059,2265,3114
Ford,Edge,14376,2022,Emily Davis,Mary Johnson,19221,2575,2662
Ford,Escape,67706,2024,Emily Davis,Patricia Brown,24652,2754,8407
Ford,Mustang,63742,2019,John Carter,James Rodriguez,22584,580,2231
Ford,Edge,68972,2016,Sarah Wilson,John Martinez,36089,1050,7883
Ford,Escape,87216,2024,Emily Davis,Linda Smith,49232,2672,8663
Ford,Edge,45363,2024,Michael Brown,Robert Williams,18595,1819,6426
Ford,F-150,35118,2017,John Carter,Patricia Smith,34894,2804,2900
Ford,Mustang,54564,2023,Michael Brown,Michael Brown,24026,2170,5995
Ford,Mustang,83765,2017,Sarah Wilson,William Miller,39094,575,4617
Ford,Mustang,32906,2017,John Carter,John Smith,23767,1263,4676
Ford,Bronco,88120,2017,Michael Brown,William Garcia,16273,929,4960
Ford,Mustang,16820,2016,Emily Davis,Elizabeth Johnson,44951,2711,8319
Ford,Mustang,110186,2016,Michael Brown,Michael Brown,22597,1840,5847
Ford,F-150,110799,2024,Michael Brown,James Williams,33349,581,9427
Ford,Explorer,29931,2017,John Carter,John Davis,19793,1431,6924
Ford,Bronco,111583,2021,John Carter,John Garcia,26116,1905,2922
Ford,Bronco,64131,2019,Sarah Wilson,Robert Smith,37037,1260,4935
Ford,Escape,107790,2019,Michael Brown,William Rodriguez,29379,2406,6816
Ford,Explorer,85380,2019,Sarah Wilson,Elizabeth Miller,17556,1133,4764
Ford,Edge,17200,2020,Michael Brown,William Williams,20140,2915,2333
Ford,Explorer,65829,2021,Michael Brown,Patricia Martinez,47199,2852,3933
Ford,Explorer,86382,2024,Michael Brown,James Jones,20407,1982,9937
Ford,Explorer,89059,2023,Sarah Wilson,William Smith,49147,835,3227
Ford,Edge,54657,2017,Sarah Wilson,Robert Brown,31860,1669,7795
Ford,Escape,106756,2016,Sarah Wilson,Patricia Martinez,37027,2323,4994
Ford,Bronco,71348,2023,Emily Davis,William Johnson,44848,1267,7121
Ford,Bronco,25319,2015,Sarah Wilson,Robert Rodriguez,21435,1320,2800
Ford,Escape,119045,2016,Michael Brown,John Davis,27275,1774,5260
Ford,Mustang,23763,2020,Michael Brown,Patricia Smith,47847,1521,9781
Ford,Edge,44327,2017,Emily Davis,James Miller,23856,2442,9818
Ford,Mustang,49255,2020,John Carter,Mary Martinez,29994,728,-4169
Ford,F-150,21766,2022,Emily Davis,James Miller,47854,1167,4384
Ford,Explorer,105357,2023,John Carter,Elizabeth Rodriguez,18613,1490,7831
Ford,Explorer,34647,2018,John Carter,William Miller,48182,1594,8811
Ford,Mustang,44793,2016,Michael Brown,William Miller,33673,1022,7110
Ford,F-150,101567,2016,Michael Brown,William Miller,28597,1743,3153
Ford,Bronco,104042,2017,Michael Brown,John Jones,37003,1509,2664
Ford,Escape,38511,2020,Sarah Wilson,Robert Williams,45165,2730,7401
Ford,Bronco,57516,2022,Emily Davis,Linda Davis,22205,2259,4762
Ford,Edge,51594,2015,Emily Davis,Elizabeth Rodriguez,26519,2407,5153
Ford,Escape,101260,2019,Emily Davis,Mary Williams,29162,1087,7313
Ford,Explorer,43999,2023,Sarah Wilson,John Brown,18658,2372,5749
